tid	artist	song
TRAOKXG128F4232497	Blue Rodeo	Up On That Cloud
TRAURRO128F1489B2C	Pennywise	6TH Avenue Nightmare
TRBFIAK128E07823AA	Funeral For A Friend	Your Revolution Is A Joke
TRBCBXZ128F14628C3	Lighthouse Family	Ocean Drive
TRBFPRL128F14569B9	Leona Naess	Paper Thin
TRAXMWV128F14612AB	Carlos Ponce	Quiero
TRBBOPV12903CFB50F	The Ronettes	Born To Be Together
TRARODV128F1460DBC	The Starting Line	A Goodnight's Sleep
TRBIDUK128F42806A4	Tampa Red	No Matter How She Done It
TRARYCL128F1456224	The Moody Blues	Tuesday Afternoon
TRAKLML128E07999DA	Ms. Dynamite	Unbreakable
TRAPMTM128F425B4E5	Cartel	Georgia
TRBHDGL128F42324A7	Abysmal Dawn	Programmed to Consume
TRBDUXD128F148328A	Fergie	Velvet
TRBDIMX128F147A307	Sergio Mendes	Puzzle of Hearts
TRASYVP12903D09590	Candlebox	Breathe Me In
TRACFAP128E07862C1	DMX	Damien
TRBEFFG128E0793C24	Monster Magnet	Black Celebration
TRAPJPD128F14572B3	Vixen	American Dream
TRARKGW128F92EB8F9	New Order	Guilty Partner
TRBHEVR128F4263CE0	Firehouse	Don't Treat Me Bad
TRBCTBG128F42B7E1B	Rubyhorse	Evergreen
TRAAGPF12903CE027E	Slim Whitman	Indian Love Call
TRAWRHQ128F1495E6B	Sergio Mendes	O Morro (Live At El Matador_ San Francisco)
TRASIWA12903CFFC4D	Lady Saw	Get A Straw
TRABLMN128E0792687	Weezer	Don't Let Go
TRAVGFT128F424278B	Café Quijano	Hablando A Un Cristal
TRAUWWP12903CC79CB	Keep Of Kalessin	Ascendant
TRATBVA128F9312ACC	Weezer	I Don't Want To Let You Go
TRBGWWM12903CCE627	Weezer	Mykel And Carli
TRADDRF128F145869F	Simple Minds	Careful In Career
TRAYUKR128F9344BB4	Leningrad Cowboys	Ulan Bator Girls
TRASYWM128F14804A5	The Panic Channel	Said You'd Be
TRBHAAK128F92E27BF	Wyclef Jean	Jean Dominique Intro
TRBFKHT128F427215E	Sophie B. Hawkins	I Want You
TRAQSPU128F422146B	Halfway to Gone	Black Night
TRBAJRL128F1482E66	The Summer Obsession	Where You Belong
TRAAVGB12903CFAA99	Hank Locklin	Filipino Baby
TRALKHJ128F92E9D36	Leroy Van Dyke	If A Woman Answers
TRAZZLJ128E07945F2	Eric B. & Rakim	Follow The Leader
TRAKHUW12903CF0048	Old Man's Child	Towards Eternity
TRAQVUG128F4286DE3	Joy Division	Transmission - [The Factory_ Manchester Live 11 April 1980]
TRBGWEG12903CFF7EE	Twenty 4 Seven	You Gotta Be Safe
TRAATIU128F4291A84	Mastodon	Shadows That Move
TRACTHF128F4295A22	Kris Kristofferson	Road Warrior's Lament
TRAAAFD128F92F423A	Gob	Face the Ashes
TRAPQBU128F934C32D	Primordial	Here I Am King
TRAYXPS128F422842E	Plasmatics	Lightning Breaks
TRAEFDK128F1473B92	The Impressions	This Is My Country
TRABGHG128F934B27E	UFO	Chains Chains (Live In Hammersmith)
TRBGTPK128F429E5D5	Aesop Rock	Coma
TRATTNI128E0799697	Faith Hill	I Want You (Album Version)
TRAWAXV128F92E075C	Information Society	Empty
TRBEYJR128F4292651	Toni Braxton	Tell Me
TRAZYVR128F4280A24	Northern State	Last Night
TRBICRP128F42882BB	Dungeon Family	Follow The Light
TRAAOIN128F9303790	Test Icicles	Snowball
TRAFABO128F933DE53	Finntroll	Grottans Barn
TRAQTYT12903D134AC	Billie Jo Spears	What I've Got In Mind
TRBHEBY128F148CF2B	Sister Hazel	Concede
TRAWFZB128F92FFB99	Jefferson Starship	Stairway To Cleveland
TRATWYC12903CE60D6	The Dillinger Escape Plan	Parasitic Twins
TRAMLGE128F92F81DD	Noisettes	Don't Upset The Rhythm (Go Baby Go)
TRATFEN128F14A3A6E	Bobbie Gentry	Ace Insurance Man
TRAYABW128F4235888	NOFX	We March To The Beat Of Indifferent Drum
TRBAOJU128F42621E6	The Distillers	Ask The Angels
TRAJXNB128F4261F43	Steve Vai	Brother
TRAEPZJ12903CB00C4	Unearth	Fuel the Fire
TRAYYAU128F92D58D0	Aaron Watson	Whiskey on the Fire
TRABDTV128E0791839	Natural Elements	Mayday
TRBHGUK128E078E031	Jesus Jones	Yellow Brown
TRBFURI128F1455498	KT Tunstall	Under The Weather
TRAYDJL128F145F261	Suzi Quatro	Too Big
TRABYAR128F931B1A4	Robben Ford	Something For The Pain
TRACTUH128F92C93A3	Eddie Money	Two Tickets To Paradise
TRAYKTU128F934C82A	Y&T	Mean Streak
TRAEVHU128F92D9EA0	Blue October	My Never
TRAMPWN128F934C221	Unearth	Crow Killer
TRAAAEF128F4273421	Adam Ant	Something Girls
TRAJPPX128F4259FD4	Adam Ant	Friend Or Foe
TRAXJOA128F93474E8	Nicho Hinojosa	Tus Viejas Cartas
TRBGRGT12903CC5019	Open Hand	11th Street
TRAMDUW12903CB5100	brokeNCYDE	Schitzo
TRASYQQ128F425092B	The Killers	Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)
TRAWVWS128F42ADCD1	Corona	You Gotta Be Movin'
TRAQYOC128F9341CDC	Busta Rhymes	Genesis
TRBDCAH128EF362D31	The Pharcyde	Passin' Me By
TRBHJJP128F145EA12	Pat Green	Threadbare Gypsy Soul
TRAHXWI128F428B7DA	Geggy Tah	Special Someone
TRAGVAO128F4289B5D	Mobb Deep	Up North Trip
TRACMHD128F931FB14	Ensiferum	Hero In A Dream
TRBHLDQ128F423EF10	The White Stripes	Blue Orchid
TRBDKQI128F1465028	Milk Inc.	Nothing To You
TRAPZLI128F92DB0CD	Dendemann	Dendemänner braucht das Land
TRAYJOF128F92F9EEA	Kelly Clarkson	Cry
TRBEFJE128F932139E	Eleanor McEvoy	Sophie
TRBFMFO128F421BFD4	Tranzas	Serenata
TRADPDI128F92EBD32	Monster Magnet	CNN War Theme
TRABJIX128C7196953	Amy Winehouse	Stronger Than Me
TRANJWP128F428560C	Estopa	Exiliado En El Lavabo
TRAVBAH128F9305DFC	Helmet	Give It
TRBCCAJ128F148CBBB	EPMD	Check 1_2
TRAENGX12903CBDFF6	The Pineapple Thief	Snowdrops
TRBGBUY128F422B413	Casiotone For The Painfully Alone	Attic Room
TRAGBND128F92FC400	Rokia Traoré	Château de sable
TRBALIJ128F14884B5	Iggy Pop	Main Street Eyes
TRARBGM12903CC5026	Open Hand	Never Alone
TRAILUH128E0784D6D	Michael McDonald	Nowhere To Run
TRBFMTO128F9322AE7	The Rolling Stones	Start Me Up
TRALCCO12903CEBB97	Modern Lovers	She cracked
TRACVSS128E07846A7	Snow Patrol	Half The Fun
TRBHYTA128F93425AC	Ricardo Arjona	Ayudame Freud
TRANRFB128F1481F1E	Robert Palmer	Looking For Clues
TRADJGI128F148B0F6	Jonny Lang	The One I Got
TRALRTY128F428BE43	Usher	I Need Love
TRAYKZI128F932B9E8	Evergreen Terrace	We're Always Losing Blood
TRAWGLP128F92DE5AD	Spongebob Squarepants	Ripped Pants
TRAONNA128F4268CCA	Mobb Deep	Where Ya Heart At
TRAOYHS128F427EF8B	Daniel Johnston	Desperate Man Blues
TRBATKI128F4284D54	Joy Enriquez	Between You And Me
TRAPQQI128F1460D64	Mötley Crüe	Hell On High Heels
TRBDHUR128F423EC48	Love and Rockets	Sweet Lover Hangover
TRBFJKU12903CEDB0C	Butthole Surfers	22 Going On 23
TRBAFWX12903CA9831	The Black Crowes	Roll Old Jeremiah
TRAKCFG128F149D9B7	Tracy Byrd	Walkin' In
TRATDDM128F93417AF	Los Auténticos Decadentes	El Gran Señor
TRAZOEU128F92E28DD	Willy DeVille	Louise
TRAZHZI128F930653D	The Sensational Alex Harvey Band	Framed
TRAQEOP12903CA65E2	Shakira	Tú
TRBFYJE128F14A8ABF	Steel Pulse	Man No Sober (LP Version)
TRADSQZ128F42707D7	Silverchair	Suicidal Dream
TRAXOQP128F930DD49	Mungo Jerry	Pushbike Song
TRBBQPP128F92EE611	Bob Marley & The Wailers	Three Little Birds
TRANWOF12903CB3E19	The Crystal Method	Realizer
TRBEQFT128F4238A28	T.O.K.	Chi Chi Man
TRARTJL128F92CB44B	Bon Jovi	Raise Your Hands
TRAYPMR128E0785DD1	Nick Cave & The Bad Seeds	Loverman
TRAKAGL128F148B3B7	Tesla	Gettin' Better
TRAJIUK128F42668E6	Firehouse	Rock On The Radio
TRAOUOI128F4290E44	Jim Reeves	Rosa Rio
TRBHQHN128F148A1B3	Dinosaur Jr	Green Mind
TRBBDPA12903CCCA06	Autumnblaze	Haughtiness And Puerile Dreams
TRAFIHK12903CBDFF1	The Pineapple Thief	Boxing Day
TRAHBQT128F4213403	Blackalicious	Ego Trip by Nikki Giovanni
TRAZSJY128F92CCEA0	Eric Burdon	Leo's place
TRAHXGG128F9350452	Korn	Right Now
TRADMFK12903CC2478	Open Hand	The Ambush
TRBGFUW12903CA0E6B	Alice Cooper	Goin' To The River
TRBHKCL128F425A036	George Michael	Shoot The Dog
TRAJTYX128F145AD24	Be Bop Deluxe	Between The Worlds
TRAGDPH128F9344020	Dead To Me	Don't Lie
TRAIJMG12903D08168	L7	This Ain't Pleasure
TRAGMXK128F9305A50	Bersuit Vergarabat	De Onda
TRBBVNR128E078E1E4	Black Eyed Peas	Tell Your Momma Come
TRAHUQT128F4281228	Nickelback	We Will Rock You
TRAKXMS12903CB36F2	DAVE MATTHEWS BAND	The Space Between
TRARJEK128F930B3AA	Stevie Ray Vaughan And Double Trouble	Couldn't Stand The Weather
TRARKRC128E0791D82	Extreme	Song For Love
TRBDMCC128F9358267	Roger Creager	The Everclear Song
TRAQYUA128F428742F	Mississippi Fred McDowell	You Gotta Move
TRAUVUF128F148D1AA	The Misfits	Dig Up Her Bones
TRAUNNH12903CB038C	Keep Of Kalessin	Many Are We
TRAKWXV128F42889FB	Hotwire	Not Today
TRABBXU128F92FEF48	Mitch Ryder	Jenny Take a Ride
TRAGAAF128F9338911	Joe McBride	This Is How A Heart Breaks
TRARBJW128E0788A1A	Inspiral Carpets	Keep The Circle Around
TRAMMDM128F425EAA9	Wyclef Jean	Heaven's In New York
TRAZACV128F426983D	Simple Minds	See The Lights (2002 Digital Remaster)
TRAIWNA128F145E2CD	Robert Palmer	Love Can Run Faster
TRAINIF128F426416B	Backstreet Boys	The Call
TRASQIB128F426693D	Jennifer Lopez	Ain't It Funny
TRAHSTL128F931708D	Streetwize	No One
TRAERPT128F931103E	The Rolling Stones	Time Is On My Side
TRBCJIX128F424F99E	2raumwohnung	Mädchen mit Plan
TRBFICL12903C9CE02	Sweet	Neon Psychedelia
TRASKII128F92FA33E	The Ataris	Whatever Lies Will Help You Rest
TRAEDYD128F425A868	K-OS	Clap Ur Handz
TRBHKKJ128F427A3B1	Wyclef Jean	Midnight Lovers
TRAPDOI128F9327982	Antimatter	Expire
TRAFRKU128F933CE16	The Black Crowes	Girl From A Pawnshop
TRASYIH12903D08529	Nick Jonas & The Administration	State of Emergency
TRAVLXZ128F42A22E4	Jim Reeves	May The Good Lord Bless And Keep You
TRBGJDW128F4292EDB	Alicia Keys	Karma
TRAYGYF128F930CA01	Solas	Clothes Of Sand
TRANPHV128F9344CC3	Nerf Herder	Nervous Breakdown
TRAHCHN128F4276D58	Gipsy Kings	Somos Gitanos
TRADKAX128E0786B92	Death From Above 1979	Romantic Rights
TRBEVTM128F92FE2B2	The Crystal Method	More
TRAVLWL128F424EF6A	The All American Rejects	The Future Has Arrived
TRAATPA128F146753C	Extreme	Teacher's Pet
TRAISYU128F427F486	Frankie J	Gone
TRAMBBV128F9337714	Anti-Flag	Tearing Everyone Down
TRANZIL128F42A2670	Dolly Parton	Light Of A Clear Blue Morning
TRBHDTL128F1468F7D	The Motors	Dancing The Night Away
TRBBQJZ128F92C5AF2	Blue Rodeo	Fools Like You
TRAWULX128F4291255	Martina McBride	God's Will
TRBBJFO12903D074EE	King Tee	King Tee Production
TRBEHNT128E0792546	Monster Magnet	Down In The Jungle
TRACUCT128F422BC2F	Photo Atlas	Red Orange Yellow
TRADCHC128F42134B5	Blackalicious	Rock the Spot
TRALNOD128F4264AEB	Teena Marie	Help Youngblood Get To the Freaky Party
TRAEUIW12903D018F0	Jack Johnson	You And Your Heart
TRAIZQI128F42A51F9	Matisyahu	Refuge
TRAGOVG128F42A963D	Korn	Make Me Bad
TRAGEQI128F429154D	Bongzilla	Cutdown
TRAJHHE128F146815C	Freddie King	Hide Away
TRAWLGG128F42884CA	Usher	Pianolude
TRAFAQY12903CA70F7	The Suicide Machines	Your Silence
TRAWSYF128F149431A	Vangelis	Twilight
TRBFVZZ128F92FD7B5	Huey Dunbar	Llegaste Tú
TRAWIJG128F42B502C	Shania Twain	Two Hearts One Love
TRAJBSL128F428A021	Jim Reeves	I Guess I'm Crazy
TRBBMQN128EF35F995	Maroon 5	Through With You
TRAPPUN128F429400B	Foo Fighters	Overdrive
TRAQEUQ128F425282E	Behemoth	Chant For Eschaton 2000
TRAUODU128F9307467	DAVE MATTHEWS BAND	Tripping Billies
TRBBBMT128F42A0A4E	FU-Schnickens	True Fuschnick
TRBFEIX128F426A5F8	Silverchair	Roses
TRBENZL128F1455ECA	Roger Miller	Husbands And Wives
TRAQDZZ128F42AF66A	Three 6 Mafia	Let's Plan A Robbery
TRAVQBP128F145BB9B	Butthole Surfers	Tongue
TRAJFQF128F92E354E	Tyrone Wells	Baby Don't You Change
TRAPASL128F422BC00	Monty Are I	In This Legacy
TRAUYZG12903CDA4E9	Bon Jovi	This Ain't A Love Song
TRAKOPE128F421CE6A	Patsy Cline	I Cried All The Way To The Altar
TRAXDAH128F422BBFC	Monty Are I	O Brother
TRALLSP128F148AD75	Long Beach Dub Allstars	Kablammin' It
TRAABVM128F92CA9DC	Tesla	Caught In A Dream
TRAAXUY128F426BA55	Gene Clark	Set You Free This Time
TRBCNWM128F92D50EC	50 Cent	U Not Like Me
TRABTXS128F92E2FDC	Zeromancer	Ammonite
TRAPYVH128F428CFD7	Daughters	Pants_ Meet Shit
TRBHZYO128E07862BE	DMX	Look Thru My Eyes
TRAMOPU128E07888FD	The Smashing Pumpkins	Rocket
TRADZQV128F14A5760	Little Eva	The Loco-Motion
TRBCANP128F92FA6B9	Evanescence	Good Enough
TRBHMMC128F424991B	Fulanito	Lado A Lado (Bomba Carnaval Mix)
TRAHORF12903CDA9FB	Minipop	Fingerprints
TRAOJZC128F14932D5	The Cure	Lost
TRAMKKJ128F1463612	Burning Spear	Tumble Down
TRAGHBP128E0793AF7	The Police	Wrapped Around Your Finger
TRASBZK128F42692CA	Amorphis	Crimson Wave
TRBGRWH128F92E3551	Tyrone Wells	Need
TRAAFMS128F933AB23	Soda Stereo	Entre Caníbales
TRAUWQL128F424696E	Elvenking	Trows Kind
TRAHFHR12903CCCAF8	Andrew W.K.	Can You Dance With Me?
TRAMGPM128F9311196	Arctic Monkeys	From The Ritz To The Rubble
TRAZSCZ128F42554F4	John Fogerty	Don't You Wish It Was True
TRAUGRD128F425E997	Anna Abreu	Shame
TRAWTGS128F14569A8	Leona Naess	Chase
TRAXRGF128F930A59F	Beastie Boys	Flute Loop (2009 Digital Remaster)
TRARIRG128F147FC96	Phil Collins	I'm Not Moving
TRBEWCS128F428BA34	NOFX	Bath Of Least Resistance
TRASSZI128F146EC5F	Snow Patrol	In My Arms
TRAEAZV12903D0CBA6	Enter the Haggis	Skyswimmer
TRAWSXV128F4273E35	Mobb Deep	Hell On Earth (Front Lines)
TRBHOXV128F92FBB72	Eddy Arnold	Molly Darling
TRAJLOY128F92E4EAF	Saga	Believe
TRADESF128F4214D8E	Guns N' Roses	Mama Kin
TRAQTOS128F428E94B	SKYCLAD	The One Piece Puzzle
TRBEIYU128F92E88A9	Johnny Horton	The Golden Rocket
TRAPVRU128F9302300	SKOLD vs. KMFDM	All Or Nothing
TRAGSJQ128F149EF8D	Every Time I Die	California_ Gracefully
TRAXIYW12903CB4343	Goatwhore	Sky Inferno
TRANRGP128F1465737	Bryan Ferry	Going Down
TRAFYYU128F4229376	Every Time I Die	Depressionista
TRBGIDU128F4241A2E	Schoolyard Heroes	The Last Man On Earth
TRAYZXS12903CF1C4F	Old Man's Child	Life Deprived
TRAUTXO128F4263C8E	Loretta Lynn	I'd Rather Have Jesus
TRBDDTT128F4291192	Soilent Green	Pretty Smiles & Shattered Teeth
TRAQEVV128EF34E413	Sick Puppies	Deliverance
TRBFIUJ12903CFEB7C	Winds Of Plague	Origins And Endings
TRAFLZY128F148959F	My Chemical Romance	House Of Wolves (Album Version)
TRAZYYE128F1456A0E	Brenda Lee	Everybody Loves Me But You
TRBHCXR128F92E7D0E	Descendents	Cheer
TRAUXSK128F427C58D	Anti-Flag	The Modern Rome Burning
TRABLLK128F428FFAF	George Harrison	Hear Me Lord (2001 Digital Remaster)
TRAXWLM128F1453E3B	Juelz Santana	There It Go (The Whistle Song)
TRAFMME128F932B4D5	Aiden	Killing Machine
TRBIGRY128F42597B3	Sade	All About Our Love
TRAWTUV128F426DD46	Happy Mondays	Grandbag's Funeral
TRAISYO128E07888A6	Mariah Carey	Mine Again
TRAWDWZ128F9340E55	Chris Brown	Famous Girl
TRBBVBM128F4276D82	Teenage Fanclub	I Don't Know
TRBGICJ128F427BA9A	Mustafa Sandal	Beni Aglatma
TRAETTV12903CBBD09	Jimi Hendrix	Voodoo Chile Blues
TRAAPPQ128F14961F5	The B-52's	Wig
TRALOBE12903CDA6C5	BT	Mercury & Solace
TRAOMDT12903CF73C3	Adrienne Pierce	Laundry & Dishes
TRAQYZI128F4273CF3	Electric Light Orchestra	Indian Queen
TRAGAGQ128E0781352	The Stranglers	It Only Takes Two To Tango
TRBGNAF128F9339532	SUMO	Noche De Paz
TRAXLIU128E07860D4	DMX	I'ma Bang
TRANZRO128F4278401	Emilio	Even If I Tried
TRBFGFF12903CF4183	OV7	Volvere
TRBBWDJ128F42595D5	U2	October
TRBAHID128F4278EAF	Shakira	Objection (Tango)
TRBGPCC128F428FF02	Suicidal Tendencies	Looking In Your Eyes
TRAAQIH128F428BDEA	Busdriver	(Bloody Paw On The) Kill Floor
TRABVWG128F9359323	Mötley Crüe	Get It For Free
TRAWCQE128F14676AC	Lifehouse	Simon
TRASSZL128F428FA5D	Obie Bermudez	Celos
TRADAYS12903CDBE0F	Furry Lewis	Judge Boushay Blues
TRBAHJW128F92CC8B4	Swallow The Sun	Doomed To Walk The Earth
TRAWKPT128E0795428	Saosin	Bury Your Head (Acoustic)
TRAMMQW128F42621E1	The Distillers	Oh Serena
TRAHUZS12903C9D9DD	P.o.d	Roman Empire
TRACYDP128F932BC8E	Skeletonwitch	Sacrifice for the Slaughtergod
TRASXSI128F9345EA2	Sick Of It All	Sanctuary
TRADKLT128F9304E1D	The Antlers	Stairs To the Attic
TRAZDTT128F9346306	The Shangri-Las	Out in the Streets
TRAYUCR128E078EE0F	Nirvana	Aneurysm
TRALPGW12903CAFFB5	Evergreen Terrace	Please Hammer Don't Hurt 'Em
TRAXAZZ128F4255FAF	K.I.Z.	Freiwild
TRAGQQK128F42561AB	Edu Lobo	Canto Triste
TRADGXI128F92EF28F	Set Your Goals	the fallen...
TRBCWOW128F1467692	Long Beach Dub Allstars	Like A Dog
TRAADNA128F9331246	Stevie Ray Vaughan	Crossfire
TRAIPST128F9302AE9	Eminem	Beautiful
TRAYSMW128F1468307	Fun Lovin' Criminals	We Have All The Time In The World
TRAEOOH128F934ACD4	GWAR	Let's Blame The Lightman
TRBGLSW12903CE3D8A	Grandmaster Flash	Underarms
TRBAXDP12903CD1922	AFI	Darling_ I Want To Destroy You
TRAQMNB12903CDD58F	The Berzerker	Compromise
TRAZCOX128F42B6555	Muse	The Small Print
TRAPJFL128F42AA7B4	Foo Fighters	Still
TRBHZAA128F4271AE9	K's Choice	20.000 Seconds
TRATDIZ128F4242796	Café Quijano	En Algún Rincón
TRAZSRV128F1452866	Humanzi	Fix The Cracks
TRAQXJY12903CF3A0E	Steel Pulse	House of Love
TRATOHC128EF3460DA	Mando Diao	Popovic
TRAEHXW128F146F3C5	Kenny Rogers	The Son Of Hickory Holler's Tramp
TRBICGT128E0792473	Guns N' Roses	Patience
TRAPVYD12903CE0269	Enslavement Of Beauty	And Still I Wither
TRAVUAJ128E078EDA2	Aerosmith	What It Takes
TRAZBBP128E07845D4	Kanye West	School Spirit Skit 2
TRAFRCH12903CEA22D	Gob	No Regrets
TRACSIE128F427F98E	Jennifer Lopez	Talk About Us
TRBBXML128F4256DFF	Månegarm	Ur Själslig Död
TRAUOPA128F93537F2	Martin Sexton	Things You Do To Me
TRAWFGF128E0792FE0	Extreme	Stop The World
TRAAZBD128F427A97D	Sticky Fingaz	Oh My God
TRAIWZZ128F9306AFF	Korn	Proud
TRAJKMI128F4281107	Baby D	Let Me Be Your Fantasy
TRADVSU128E0786371	Hem	Redwing
TRABNEX128F92C9DEA	Kings Of Leon	Knocked Up
TRAXGVY128F933E9C9	Eric Burdon	Feeling Blue
TRAEOUE128F93187B9	Sick Puppies	Master Of The Universe
TRBBZOG128F422B02B	Death Cab for Cutie	You Can Do Better Than Me (Album Version)
TRBEXUF128F92DF175	Natasha Bedingfield	Love Like This
TRASZQB12903CAAE1B	Hellsongs	Rock The Night
TRALBIA128F4272082	Britt Nicole	Good Day
TRANCCN128E0794B18	30 Seconds To Mars	Hunter
TRAZLLR128F42A8DCC	Ayo	These Days
TRBBMLR128F1466822	Captain Beefheart & The Magic Band	On Tomorrow
TRAZRBR128E0782989	Nick Cave & The Bad Seeds	Where Do We Go Now But Nowhere
TRBEUKI128F9318306	Mississippi John Hurt	Monday Morning Blues
TRAUCZX128F149D9AE	Tracy Byrd	Walking To Jerusalem
TRATMAL128F427EC8D	Java	Cendrier
TRAMFRD128E07833DA	Dolly Parton	When Jesus Comes Calling For Me
TRAUDRC128F148D15E	Jimmy Page	Hummingbird
TRASCWR12903CCC575	Jimi Hendrix	Hear My Train A Comin'
TRAPMRB128E078E21E	Ms. Dynamite	Natural High (Interlude)
TRAXBUJ128F4247432	H-Town	Sex Dance
TRAXQZA128F1463DEB	Jimmy Page / Robert Plant	Thank You
TRAYICR128F4282520	Kyle Riabko	Doesn't Get Much Better
TRATUPO128F9305A5C	The Knux	Bang! Bang!
TRALHMS128F930C08C	Converge	Dark Horse
TRACBLO128E0784286	Spinal Tap	The Majesty Of Rock
TRAOJMY128E07836D9	Helmet	Everybody Loves You
TRAAPIV128F1493132	Gary Moore	What Are We Here For
TRBDFCT128F4285E05	Dottie West	Country Girl
TRBFJPO128F4295BE3	Shakira	Estoy Aquí
TRBFHRA128F424D28A	Bessie Smith	Chicago Bound Blues
TRAXOQD12903CDD59D	The Berzerker	Pure Hatred
TRARDUI12903CBF6B6	K.I.Z.	Autofokus
TRBHIJC128F92E55E2	Furry Lewis	Rock Island Blues
TRAPDIO128F933C680	Pursuit Of Happiness	She's So Young
TRANUME128E0789D4C	Fountains Of Wayne	Janice's Party
TRAVWTN128F425D2D5	John Fogerty	Headlines
TRAKORW128F1484DF0	Janet Jackson	Hold On Baby
TRBCUBV128F145F7E9	Jack Johnson	It's All Understood
TRAZJOI12903CDA550	Bon Jovi	The Distance
TRAYUCR128F92E574F	Santana	Interplanetary Party
TRAPLMD128F932FF43	Metallica	Metal Militia
TRAPMTY128F1459DA1	Josh Turner	What It Ain't
TRANIJQ128F4298A10	Kiss	Domino
TRABIPA128F1458F79	Public Image Ltd	Ease
TRAFAAS12903CF0BE2	Moonspell	Tired
TRAPMYO128F14903F5	Anneli Drecker	Fire Alarm
TRABRMJ128E0780E42	Blink-182	A New Hope
TRASZSF128F428B8F3	Charley Pride	(I'm So) Afraid Of Losing You Again
TRANSYV128F428A00C	Jim Reeves	Mexican Joe
TRANULO128F422E6FE	Nightfall	Death Of Neira
TRAEQQE128F42920E3	Skeeter Davis	He Says The Same Things To Me
TRBAWKB128F931BAEE	Owl City	On The Wing
TRATMDD12903D11C7A	Patsy Cline	Stop The World And Let Me Off
TRARFXI128F1468CE3	Albert Collins	Same Old Thing
TRBIFUD128F1495AE2	Hot Boys	Young Riders
TRAECWI128F4226133	Helmet	Your Head
TRBAAGQ128F148D17E	Urge Overkill	Crackbabies
TRAJOIH128F14B08F7	Utopia	Magic Dragon Theatre
TRAIYAT128F931FEA5	The Jets	Curiosity
TRAADLH12903CA70EE	The Suicide Machines	Burning In The Aftermath
TRAQRRD128F425F8E7	Jacques Dutronc	Laquelle Des Deux Est La Plus Snob
TRAMRQS12903D0FD39	Barbara Jones	You Are Always On My Mind
TRAZWTT128F935AA16	YGGDRASIL	Nordmark
TRAYGQU128F934B4F5	Norther	Fuck You
TRANGIY128F427FA51	Rooney	Get Away
TRAVRJA128F9329C4C	Mudhoney	The Money Will Roll Right In
TRAKQXJ128F147A028	AFI	Summer Shudder
TRAAIAE128F42AC53D	Martina McBride	I Can't Stop Loving You
TRAPEIN128E078892E	The Smashing Pumpkins	Rotten Apples
TRBGCLK128F4237A50	Phil Collins	Testify
TRBGMJF128F425E8EA	30 Seconds To Mars	End Of The Beginning
TRBEBWG128F93214A4	Mariah Carey	Outside
TRAOMKV128F428CD51	OutKast	Return Of The "G
TRBEELS128F42B63A8	Arc Angels	Sent By Angels
TRAYESZ128F1458FAE	Public Image Ltd	The Order Of Death
TRBGUUE128F1494FB6	David Bowie	Baal's Hymn
TRAJSQA128F4263330	Cali	Resistance
TRBGNCL128F428F56F	Gwen Stefani	4 In The Morning
TRAWHZK12903CB5A01	Everyday Sunday	Comfort Zone
TRBCWYJ128F93213A1	Eleanor McEvoy	Easy To Lose Hope
TRBHJLT128F1460832	UFO	Cherry
